name,roll,branch,startYear,currentCourses,completedCourses
student1470,22327,csd,2024,oopd;ga,12345:8.027631;45678:5.528541;56789:8.723435
student1471,21444,csai,2022,math,56789:9.514373;12345:6.463692;34567:5.362725
student1472,22881,cse,2024,ml;ga;dbms,56789:6.045644;34567:7.772564
student1473,20066,cse,2021,dbms,23456:8.089386;45678:6.963797;56789:6.884982
student1474,20820,csam,2020,ml;dbms;oopd,34567:9.329717;45678:9.951596
student1475,20688,csam,2024,ga,56789:7.652782
student1476,22128,csai,2022,oopd;os;ga,45678:6.788487;12345:7.717641;56789:8.639612
student1477,21449,csai,2021,ga;ml;dbms,12345:7.572177;45678:9.678412;23456:7.977958
student1478,22043,csam,2024,dbms;ml,23456:7.289544;34567:7.875772
student1479,21538,cse,2022,ga;os,34567:8.348346;12345:6.912810;56789:5.080678
student1480,20988,csss,2020,ml;oopd,45678:7.851169
student1481,22701,cse,2021,ga,56789:6.442067;34567:9.484138;23456:9.032251
student1482,21023,csam,2020,ga;math;ml,23456:7.733373;34567:5.429627
student1483,21760,csam,2024,ga;dbms;os,45678:8.601699;56789:9.166583;12345:5.286614
student1484,20957,ece,2020,oopd;dbms;math,34567:6.540834;56789:8.442726;45678:9.285794
student1485,20762,ece,2024,ga,12345:5.541032;34567:5.186702;45678:5.483729
student1486,20547,csd,2024,math,23456:5.036890
student1487,21509,cse,2024,dbms,34567:9.049001;23456:6.078602
student1488,22281,ece,2021,ga;ml,12345:9.798662;45678:9.356585;56789:8.080261
student1489,22984,csss,2021,ml;dbms;math,23456:7.003699;45678:7.050892;56789:5.276802
student1490,21073,csd,2021,dbms;ml,56789:6.576524;34567:6.524326
student1491,20252,csai,2021,oopd;dbms,23456:9.749190;45678:9.332201
student1492,21379,csam,2022,os;oopd,56789:6.089617
student1493,20257,cse,2023,os;ga,56789:8.491333;45678:6.596464;23456:9.025374
student1494,21802,cse,2020,math;oopd,23456:9.800785;56789:6.716211
student1495,20255,csam,2022,ml;os,56789:9.362109;23456:9.459117
student1496,21107,csd,2021,oopd,23456:9.237097
student1497,22659,csss,2024,math,45678:9.467015
student1498,22087,csd,2023,dbms;ga,56789:6.674175;45678:8.766172;34567:5.325886
student1499,20325,csai,2021,ga;math,23456:9.340264;12345:5.701893;56789:5.078356
student1500,20938,csss,2022,math;ga;dbms,45678:8.094388;23456:8.581616;56789:5.694483
student1501,22257,csd,2024,ml;os;oopd,45678:8.260886
student1502,20868,cse,2020,dbms,23456:5.773009;12345:9.426885;56789:7.080482
student1503,20764,cse,2020,math,12345:7.142328;56789:5.248115;23456:7.484477
student1504,22815,cse,2022,dbms,23456:6.566805;56789:6.387629
student1505,21173,cse,2023,math,23456:7.540550;34567:9.944852;45678:5.372646
student1506,21485,cse,2022,oopd;ml,23456:7.688234;45678:5.184184;12345:8.525684
student1507,21763,csss,2020,ml;os,23456:9.891033;12345:9.154016;56789:7.288767
student1508,22292,csai,2022,dbms;oopd;os,23456:9.131894
student1509,22959,csss,2021,math,56789:5.570849;34567:9.400392;45678:6.389014
student1510,20203,csam,2023,dbms;ml;ga,56789:7.876705
student1511,22153,csd,2020,ga,23456:9.202392;45678:7.400287
student1512,20386,csss,2023,dbms;oopd;os,45678:6.995417;12345:7.574404;34567:7.797285
student1513,20859,csd,2023,dbms;math;ml,23456:6.451615;56789:7.537170;12345:8.871658
student1514,21424,csss,2023,oopd;math,45678:7.951708;23456:8.081052;34567:7.236517
student1515,20615,ece,2022,dbms;oopd,45678:6.715632;12345:7.004414
student1516,20509,csai,2024,oopd,12345:7.791337;23456:6.774591;56789:6.661144
student1517,22794,csam,2024,ga;dbms,12345:5.581867
student1518,22977,csd,2021,math;os;oopd,34567:5.805713
student1519,21217,csai,2020,dbms;ml,45678:5.170975;12345:5.918738
student1520,22607,cse,2023,math;ga;oopd,56789:6.344048
student1521,22986,csss,2023,math;oopd;os,56789:8.053186;23456:6.028959;34567:8.047260
student1522,21232,csss,2023,dbms;os,12345:6.263047;45678:5.607568;23456:8.142575
student1523,20028,csd,2021,ga,34567:9.033129;23456:5.045655
student1524,21431,csd,2023,oopd;ml;ga,56789:5.776443
student1525,21287,csam,2023,math,34567:9.128355
student1526,22988,csam,2021,math;os;ml,23456:7.401837;12345:8.123341
student1527,22118,csai,2022,math,23456:9.773363;56789:9.719189
student1528,22169,csai,2024,math;dbms,45678:5.767259;23456:6.730313;56789:5.633672
student1529,20710,csss,2023,dbms,12345:6.044905
student1530,21623,csai,2023,oopd;math;ml,45678:5.316948
student1531,22970,csam,2021,math;dbms,34567:6.714009
student1532,21733,ece,2020,os;oopd;ga,12345:6.248725;34567:8.356011;56789:7.290849
student1533,21014,csai,2020,ga;os;dbms,23456:6.762736
student1534,22790,cse,2024,ga;ml,23456:7.075439;56789:7.710085
student1535,21785,cse,2023,math;ml;os,34567:8.953611;56789:5.043733;45678:5.032125
student1536,21129,csss,2022,os;math;ml,56789:9.358981;34567:7.460386
student1537,22408,csam,2022,dbms;math,45678:9.754430;12345:8.740013;56789:8.919624
student1538,20955,csd,2024,ga;ml;oopd,12345:6.252469;56789:7.159925
student1539,22530,cse,2024,ga;os,34567:9.441795
student1540,20453,csd,2020,ml;os,56789:5.936434
student1541,22367,csam,2022,ga,23456:7.100842;56789:7.805700
student1542,20633,csai,2022,oopd;ga,56789:9.167005;23456:6.849434;34567:9.194245
student1543,20478,csam,2021,ga,12345:7.447033;56789:5.176834;23456:5.808218
student1544,22481,csd,2023,ga;math,56789:6.120252;34567:9.033442
student1545,20122,cse,2024,ga,23456:9.571204
student1546,22353,csam,2023,oopd,45678:7.186174;34567:7.221865
student1547,22864,csd,2022,math,56789:6.466410;45678:8.306185;23456:8.215507
student1548,20658,ece,2021,math;oopd;ga,12345:9.097273;56789:7.670592;23456:6.494289
student1549,22188,csai,2021,math,34567:7.796076;23456:9.902633
student1550,21060,ece,2022,ml;os;oopd,56789:7.191128;12345:9.327922
student1551,21314,csam,2024,math;ga,34567:6.293857
student1552,20862,csss,2021,dbms;ml,56789:9.588974;45678:7.770327;23456:8.961006
student1553,21143,csai,2021,ml,56789:9.655694
student1554,22737,cse,2020,oopd,23456:6.252819
student1555,21307,csd,2022,math,56789:6.902465
student1556,22880,csss,2020,os,56789:8.638827;12345:9.555210;45678:7.912398
student1557,20596,cse,2022,os;dbms,23456:5.639435;56789:9.771393
student1558,20075,csai,2020,ml;os,56789:6.238641;12345:5.610321
student1559,21434,cse,2021,oopd,45678:6.993635;56789:7.140555;34567:8.066253
student1560,20639,ece,2022,os;math,12345:6.298044
student1561,20519,ece,2023,math;dbms;os,56789:6.888132
student1562,21457,csd,2023,oopd;ml,56789:8.974362;23456:5.033621
student1563,22433,csss,2020,os;math,12345:7.724537;34567:6.199677
student1564,20642,cse,2022,oopd,34567:6.984500
student1565,22288,csai,2022,os;dbms,23456:6.863472;45678:5.663860
student1566,22909,csd,2022,ml,34567:5.379272;56789:8.328074
student1567,21928,csd,2023,os,34567:6.113976;45678:7.979483
student1568,21883,csss,2021,math,12345:8.702682
student1569,22487,csss,2022,ml;math,23456:6.880283;34567:7.780218;12345:9.763608
student1570,21941,csd,2024,ga,23456:9.741355;34567:8.000136
student1571,22853,csam,2023,ml;ga,45678:5.303829
student1572,22793,ece,2024,ga;ml,45678:5.644032;23456:5.412077
student1573,20093,ece,2020,os,34567:8.598488;56789:6.173498;23456:5.453428
student1574,20620,csss,2023,ml;ga,23456:9.913689
student1575,21796,cse,2023,ga;math;oopd,45678:6.192574;56789:8.084502
student1576,22048,csd,2021,os;ga;ml,56789:8.470395;34567:9.558843
student1577,21372,csd,2022,oopd,56789:9.785437;34567:6.496900;45678:9.977316
student1578,20485,csss,2021,math;dbms;ga,12345:7.765943
student1579,21288,csam,2023,ga;os;oopd,56789:7.903560;34567:7.619039
student1580,20714,csd,2021,dbms,34567:7.503593;56789:9.246386
student1581,20755,csd,2023,ga;dbms;math,34567:7.802065
student1582,21349,csd,2023,os;math;ga,12345:8.966373;56789:6.180534;23456:9.496561
student1583,21578,csd,2020,math;oopd;dbms,34567:7.598136
student1584,22996,csss,2024,oopd,23456:6.089361
student1585,22964,csai,2024,os;oopd;dbms,45678:8.416920;34567:7.670098
student1586,22236,ece,2022,os;math,12345:6.973032
student1587,20936,csd,2023,os;dbms;ga,56789:9.317065
student1588,22001,cse,2023,ml;ga;dbms,12345:9.549215;45678:6.883033
student1589,21283,csss,2023,ga;dbms,45678:6.027074;23456:8.556242
student1590,20608,csss,2020,oopd;os;ga,56789:9.383947
student1591,20792,csss,2023,dbms;oopd;math,56789:8.207700
student1592,22370,cse,2020,dbms;math,56789:6.109956
student1593,22103,csai,2021,ga,45678:7.862672;56789:9.132938
student1594,21824,csam,2020,dbms;ga,23456:9.380351;34567:8.470485
student1595,21600,cse,2021,ga;oopd,23456:7.297765;45678:7.531017
student1596,22523,csam,2021,oopd,56789:7.767622
student1597,21541,cse,2021,math;oopd,45678:6.196712;12345:8.332451
student1598,22877,ece,2024,ga,45678:7.358472;56789:6.431996
student1599,22217,csd,2023,ml,45678:6.556734
student1600,21994,csam,2022,math;os,23456:9.369071;34567:5.122981;56789:5.267373
student1601,21943,csam,2022,dbms;ml,56789:7.830381
student1602,20999,csai,2023,dbms;os,12345:5.834213
student1603,20987,csai,2024,oopd,56789:9.836907;23456:8.019118;34567:8.341464
student1604,22218,csam,2023,math,34567:9.772001;12345:7.091138
student1605,20595,cse,2020,ml;math,56789:8.159317
student1606,21515,ece,2023,oopd,45678:7.529999;23456:5.283639;12345:9.043730
student1607,22842,cse,2021,ga;os;oopd,23456:7.781158
student1608,22683,csam,2023,ga;math,56789:8.468305;12345:6.566875
student1609,20724,csai,2021,ml;oopd;ga,12345:9.619334
student1610,22588,csd,2024,os,34567:7.699954;12345:8.396114;45678:9.125311
student1611,21500,csss,2024,ml,56789:5.327117;45678:7.236839;23456:6.248706
student1612,21786,cse,2020,ml;dbms;ga,45678:5.971895
student1613,21927,cse,2023,ml;os,12345:8.762761;56789:9.608136
student1614,20182,cse,2021,os;dbms;ga,12345:5.544562
student1615,22950,cse,2022,os,45678:6.250035;34567:8.944950
student1616,20741,cse,2020,oopd;ml;math,23456:6.843105;34567:5.134734;56789:8.274252
student1617,22746,csai,2023,dbms;ga;math,23456:9.690973;12345:5.986743;34567:7.282125
student1618,22796,csai,2021,dbms;os,23456:7.713068;12345:5.371190
student1619,22805,csss,2023,os;dbms;ga,12345:5.522378
student1620,22866,cse,2020,ml,12345:8.007490;45678:8.775389
student1621,22669,ece,2024,oopd,56789:5.302905
student1622,22566,cse,2020,oopd;os,45678:7.072010;23456:9.978694;12345:9.447968
student1623,20811,cse,2024,math;ga;oopd,45678:8.313411;56789:8.085201;23456:9.879384
student1624,21564,ece,2020,dbms;ml;math,34567:9.209610;23456:7.194114
student1625,20800,csd,2023,ml;dbms,34567:9.281370
student1626,21405,cse,2020,math,34567:7.477738
student1627,21091,csam,2023,os,23456:7.214054;12345:6.747079;56789:6.545551
student1628,21549,csd,2023,os,23456:7.278069
student1629,20627,cse,2023,ml;math;ga,45678:9.974375;34567:6.499596;12345:9.549625
student1630,20668,csam,2023,math,23456:5.159606
student1631,21050,csd,2021,os;dbms,12345:8.495896
student1632,20695,csss,2020,oopd,45678:9.553338;34567:6.301472;12345:8.965250
student1633,20193,csd,2022,math;dbms;oopd,12345:9.361493
student1634,21181,csss,2023,math;dbms;ml,56789:6.091320
student1635,22730,csam,2024,math;ga,12345:5.066211
student1636,22380,csam,2022,dbms;math,23456:9.808894;56789:8.481187;34567:5.275823
student1637,22942,ece,2022,ga;ml;math,56789:7.234393;12345:9.204419
student1638,22493,csss,2022,os;ga,45678:8.769296;12345:5.397572
student1639,22444,csss,2021,dbms;os;ga,56789:8.109049;34567:7.194237
student1640,20622,ece,2024,oopd;os;ga,34567:6.386679;23456:7.377357
student1641,21672,csd,2024,ml;math,23456:6.080966;56789:6.751998;34567:5.548594
student1642,20540,csai,2021,math;os,45678:9.716001;34567:6.610926
student1643,20307,csss,2024,math;ml,12345:8.320008
student1644,20931,csai,2020,os;math,45678:9.234508;56789:5.873016
student1645,21402,csai,2022,ml,56789:5.591378;12345:5.920574;34567:7.753437
student1646,20269,ece,2020,math,34567:6.585348;12345:9.044936;56789:5.636508
student1647,20528,cse,2021,oopd,12345:8.082719;23456:8.404330
student1648,21151,csd,2024,dbms,45678:8.488321;12345:9.394414;34567:9.599342
student1649,21410,csd,2021,ml,23456:5.461384;12345:9.473649
student1650,22264,csai,2024,ga,45678:8.871544;34567:9.343268;12345:9.910435
student1651,21320,cse,2020,os,23456:6.097817;56789:8.537322
student1652,21596,ece,2020,dbms;ga,23456:7.371533
student1653,22532,cse,2020,oopd,45678:5.343080;23456:9.019624;12345:5.275083
student1654,20664,csam,2024,math;oopd;dbms,34567:6.484406
student1655,22410,csd,2021,oopd;os,45678:8.402443;23456:8.403851;34567:9.914811
student1656,21807,csam,2023,ml;oopd;math,56789:8.898503;34567:6.966083;45678:5.060560
student1657,21302,csss,2022,math,12345:7.192639;45678:7.334104
student1658,21074,ece,2022,os;ga,34567:7.081778
student1659,21498,csam,2020,oopd;ga,56789:5.959915;12345:6.353611;23456:8.291898
student1660,20152,ece,2022,oopd;dbms,56789:7.596511;45678:5.090670;12345:6.597033
student1661,20313,csss,2022,math;ga;ml,45678:6.580469;23456:6.437921
student1662,20316,csam,2022,os;ga,45678:5.199175;23456:6.485284;34567:9.001692
student1663,21477,csai,2024,oopd;math,56789:9.841826
student1664,22179,ece,2022,dbms;ga,45678:6.114426;56789:9.968267
student1665,20217,ece,2022,dbms,45678:9.769198
student1666,21206,csai,2024,ga;ml,56789:5.205180;34567:7.783377;12345:7.568271
student1667,20090,csai,2021,ga;oopd,45678:5.618265;56789:9.367250
student1668,20696,cse,2023,ml;math,23456:9.321714;12345:9.393857
student1669,21903,cse,2023,math,56789:5.424602;23456:5.592030
student1670,20481,csam,2024,os;dbms,45678:8.294383;23456:7.825370;12345:7.038261
student1671,21593,cse,2024,dbms,34567:9.185653
student1672,21098,csss,2022,ml;math;oopd,34567:6.011671;23456:6.423992;56789:9.964489
student1673,21056,ece,2023,ml,45678:9.540813;56789:5.487722;23456:8.758449
student1674,20797,csai,2020,ga,56789:9.900368
student1675,22145,cse,2022,math;ga,23456:9.202296
student1676,20908,cse,2020,ml;dbms;oopd,34567:8.826950;12345:8.651251
student1677,22551,cse,2023,ml;ga,45678:9.136113;34567:8.178892
student1678,20993,cse,2020,ga;ml;dbms,45678:8.074919;34567:7.357608
student1679,22514,cse,2023,dbms;oopd;ml,34567:5.150186;12345:8.578570;23456:6.509048
student1680,20752,csd,2022,ga;os;oopd,45678:7.067988;23456:7.165936
student1681,21986,csd,2021,os,45678:6.411450;23456:7.341126
student1682,20930,csam,2020,ga,45678:7.990254;34567:6.119121;23456:5.630277
student1683,20184,cse,2020,os;oopd,12345:5.760662;45678:8.282712;23456:6.226691
student1684,21569,csam,2021,os,45678:9.052816
student1685,22213,csai,2023,ga,56789:8.862056;23456:5.873702;34567:8.991163
student1686,22147,csam,2023,dbms;ml;ga,12345:9.029983
student1687,21638,csss,2020,math;dbms;oopd,45678:7.279009;34567:6.174887;56789:6.421843
student1688,20487,csai,2024,ga,45678:9.162723;34567:7.946180;12345:7.439212
student1689,22186,csam,2021,os;math,23456:9.173765;56789:8.018854;34567:9.007963
student1690,21568,ece,2020,ga,34567:5.377938
student1691,21380,csam,2022,os,45678:6.267021;34567:9.676218
student1692,21625,csai,2024,ga;os;dbms,45678:6.541906;56789:7.217945;12345:5.641824
student1693,22715,csd,2024,os,34567:8.336583;45678:7.970002;23456:6.645034
student1694,20242,csai,2020,math;ml;dbms,56789:8.953963;12345:6.660960;23456:9.148087
student1695,20461,cse,2021,math;dbms,23456:9.558380;56789:9.731663;45678:8.493996
student1696,22680,csss,2020,ga;ml,56789:6.741090;34567:8.438572;12345:5.607722
student1697,22488,csss,2022,oopd,56789:6.852050
student1698,21777,csai,2021,oopd;dbms;ga,56789:6.421684
student1699,20415,csai,2022,math;oopd,12345:9.225877;23456:7.301047
student1700,20278,csai,2023,os;dbms,45678:5.025678
student1701,22865,csam,2020,oopd;dbms;math,56789:6.490552;34567:5.621652;12345:9.795975
student1702,20359,csss,2023,ml;oopd;math,34567:6.836948;45678:8.179622
student1703,20430,csss,2021,os,34567:7.145877
student1704,22174,ece,2020,ml;ga;math,23456:7.788817
student1705,21938,csd,2021,ml;os;dbms,12345:5.759118;23456:6.811671;45678:7.643632
student1706,20296,cse,2024,dbms;os,12345:6.169549;45678:6.186490;23456:8.071010
student1707,22723,csai,2022,ml;oopd;os,56789:8.416285;34567:6.583801
student1708,21375,csss,2024,os;math,12345:9.188051;56789:5.656016
student1709,21409,csss,2021,dbms,45678:6.404958;34567:6.697219
student1710,21723,cse,2022,math;os;dbms,34567:7.207996
student1711,21422,csam,2020,math;os,34567:6.304303
student1712,22702,csai,2024,dbms;ml,56789:5.397610
student1713,20250,csd,2022,ga;ml,45678:6.016342;12345:7.801652
student1714,21374,ece,2021,math,56789:9.746908
student1715,20128,ece,2022,math;os,56789:9.158665;12345:7.908678;34567:5.107876
student1716,22231,csai,2023,os,23456:9.532485
student1717,21813,cse,2022,math;os;ml,23456:9.104285;56789:9.434646;12345:6.228177
student1718,21513,csam,2021,ga,12345:8.093618;23456:6.363076
student1719,21865,csai,2024,os;math;ml,45678:7.184383;12345:6.022555
student1720,21399,ece,2022,ga;oopd,56789:7.974711;34567:6.090305;45678:6.426323
student1721,22127,csai,2020,oopd;os,56789:7.242383;45678:5.444449;23456:7.603714
student1722,21874,cse,2022,ml;os;oopd,23456:7.173530
student1723,20241,ece,2022,ml;os,34567:9.411929
student1724,21783,csam,2024,ga;ml,34567:7.557057
student1725,20748,ece,2023,math;ml,23456:9.744487;34567:8.607613
student1726,20462,cse,2020,ga;ml,34567:8.135088;12345:7.632943;23456:9.706465
student1727,20439,csam,2020,ga;os,23456:5.361522;12345:8.883881
student1728,21793,csss,2020,os,45678:6.337685;34567:9.552676;56789:7.703163
student1729,20700,ece,2022,os,34567:5.333681;12345:8.119038;45678:6.380376
student1730,22972,cse,2023,os,45678:7.375484;34567:8.490896
student1731,21389,ece,2024,ml;oopd;dbms,34567:7.422107;23456:7.231039;56789:9.141605
student1732,20041,csss,2022,oopd;dbms;ga,23456:9.467490
student1733,22922,csam,2024,ga;os;ml,12345:8.872897
student1734,22041,ece,2024,ga;os;dbms,56789:7.771636
student1735,22624,ece,2020,dbms;math,12345:8.060378
student1736,20246,ece,2020,ml;math,34567:8.176932;12345:5.579812
student1737,20219,csd,2024,ga,45678:9.471931;12345:5.344527
student1738,22923,csai,2021,os;math;ga,34567:7.272641;23456:9.771129;45678:9.286822
student1739,21701,csd,2021,math;oopd;ml,12345:5.935206
student1740,22463,ece,2021,math;os,56789:6.547682
student1741,22119,csss,2020,ml;math;os,34567:7.990768;45678:9.609414
student1742,21659,ece,2022,oopd;ga,56789:7.529524;45678:5.586481;34567:8.282521
student1743,21720,csd,2020,ga;math;os,56789:6.042634
student1744,22739,csai,2023,ga,56789:6.078449;23456:7.142290;12345:8.703319
student1745,21560,csam,2021,os;ga,34567:5.994544
student1746,22784,csai,2024,oopd;dbms;ga,45678:5.426993
student1747,21177,ece,2021,oopd,56789:6.163271;45678:9.349013
student1748,20336,ece,2024,dbms;oopd;math,23456:8.985303;56789:6.960573
student1749,22265,csss,2021,dbms;ml,56789:6.927346;12345:9.756588;45678:7.526037
student1750,21887,csam,2022,ml;math;oopd,12345:7.301285
student1751,22143,cse,2020,math,56789:7.297975;12345:9.720464;23456:6.211696
student1752,20002,csss,2024,oopd;ml,34567:6.961963
student1753,21400,cse,2021,ml;dbms;ga,45678:9.212398;56789:8.126965
student1754,22901,csss,2022,dbms;math,12345:7.068686;45678:5.698244
student1755,22565,csai,2020,ml;math,23456:6.512599;34567:8.541974
student1756,20044,csam,2020,oopd,45678:5.172348;56789:5.195753;34567:5.832164
student1757,21857,csss,2023,oopd;os;ml,34567:5.938984;23456:6.325469
student1758,22773,csam,2023,os;ga,34567:9.278805;45678:7.332458;23456:5.223420
student1759,22833,csai,2021,math;dbms;ml,23456:9.968489;56789:6.786675;12345:9.834817
student1760,22018,csd,2021,dbms;ml,23456:6.255700
student1761,20367,csss,2021,ga;os,56789:9.265360;34567:6.528604
student1762,22175,cse,2021,os;math,56789:5.459244;34567:9.524933;12345:7.898796
student1763,21685,csss,2022,ga;dbms;os,23456:8.433026
student1764,20522,csss,2023,ga;os;ml,34567:9.657324;23456:9.541434;56789:8.132987
student1765,20305,csai,2020,dbms,12345:9.881437;56789:5.915904
student1766,20888,csam,2021,math,12345:8.041331;45678:8.561628
student1767,22024,csd,2020,ml;ga;math,12345:6.518201;23456:5.538538;45678:8.612563
student1768,22363,csss,2022,math;oopd,45678:7.153171;12345:9.626049
student1769,20823,ece,2022,math;dbms;os,12345:7.230334;45678:7.326750
student1770,21165,csai,2022,oopd,45678:6.505103
student1771,22548,cse,2021,ml;oopd,23456:8.567229;12345:6.205502
student1772,21038,cse,2022,os,34567:6.121470
student1773,21280,ece,2024,ga,56789:5.243323;23456:7.921061
student1774,22623,cse,2022,math;os;oopd,34567:8.858460
student1775,22666,csss,2022,ml;oopd,56789:9.067326
student1776,22492,csss,2020,dbms,56789:8.086912
student1777,22021,csam,2022,math,23456:6.226725;12345:7.192555
student1778,22872,csd,2021,ga,45678:5.283705
student1779,21649,csam,2023,dbms,45678:5.709653;12345:8.806817
student1780,20024,csd,2023,os,12345:7.463062;23456:9.598681
student1781,20015,ece,2022,ga;os,34567:7.368248
student1782,20602,cse,2020,oopd;math;ml,56789:5.253448;23456:5.350194;12345:8.073956
student1783,21688,csam,2021,math;dbms;ga,23456:5.918520;45678:5.666857;12345:6.585346
student1784,21862,csam,2020,ga;dbms,34567:7.226397
student1785,22595,csai,2023,ga;oopd;dbms,45678:9.252017;34567:5.325796
student1786,21725,csai,2022,os;ml,45678:9.311438;12345:6.598715
student1787,20043,ece,2020,ml,23456:5.639835
student1788,22804,csd,2023,dbms;oopd;ga,56789:8.628275;23456:9.237295
student1789,22387,csd,2020,ga;ml;oopd,23456:6.513259;12345:8.014283;45678:6.298321
student1790,20848,csai,2021,ml;math;os,34567:8.636162
student1791,20636,csd,2020,os;dbms,56789:9.442951
student1792,20819,csam,2023,dbms;oopd;ga,56789:5.890437
student1793,21791,csam,2020,math;ga;ml,23456:5.095164
student1794,21942,csd,2024,oopd;ml,23456:5.049084
student1795,20384,csd,2022,math;ml;os,45678:6.194073
student1796,20213,ece,2024,ga;dbms;oopd,56789:8.255432;12345:5.659366;45678:8.274795
student1797,20006,csai,2021,math;ga;os,56789:7.733381;23456:8.807185;12345:9.381681
student1798,21388,csai,2024,oopd,56789:5.609278
student1799,21057,csam,2024,oopd;os;ga,56789:5.936196
student1800,21239,csam,2020,math;ml;ga,12345:5.341721;34567:9.797313
student1801,21604,ece,2021,ml,12345:9.499020
student1802,22076,csai,2023,oopd,56789:7.254814
student1803,22577,csam,2020,math;ga;ml,12345:5.890236;34567:5.550801
student1804,22319,csd,2021,math;oopd,45678:8.258453;23456:7.650991
student1805,20087,cse,2021,ga;os,34567:9.313152;45678:7.953542
student1806,20127,csss,2020,math;ga,45678:9.991371;56789:7.159671
student1807,20583,csam,2022,oopd,45678:7.142393;56789:6.079229;34567:5.187198
student1808,21704,csam,2022,oopd;ml;math,45678:9.544713
student1809,21682,csd,2024,math;os,56789:5.909692;12345:7.329919;45678:7.240146
student1810,22837,csam,2021,ml;oopd;math,12345:9.574254;34567:6.268091
student1811,22581,cse,2020,dbms;oopd,34567:5.387046;56789:9.248164
student1812,21246,csd,2023,os;oopd,23456:8.765377;45678:6.553950;34567:5.471969
student1813,22803,csai,2022,ga;dbms,45678:9.087415;34567:6.473158;12345:6.010835
student1814,22834,csss,2020,ml;dbms;math,34567:7.423804
student1815,21893,csai,2024,os;math,56789:5.412280;45678:6.090522
student1816,21046,csd,2022,math,34567:9.514337;23456:6.417486;56789:6.427793
student1817,21988,csss,2022,math;ga;dbms,34567:9.777458;45678:5.572036
student1818,21390,csam,2022,math;oopd,23456:5.761370
student1819,20199,csd,2020,ml;dbms,23456:8.842184;12345:9.207857;34567:7.286474
student1820,22778,csd,2023,ml;ga,45678:5.848883
student1821,22668,csd,2021,ml;oopd,12345:5.764744
student1822,22427,csam,2021,ga;os;dbms,23456:7.327539;56789:7.740774;12345:8.923935
student1823,22906,csam,2020,ga;ml,56789:8.496742
student1824,20841,csai,2023,os;oopd;math,56789:5.961394
student1825,20997,csam,2020,ga;ml,23456:9.374961;45678:9.163951;34567:9.098895
student1826,20597,csd,2022,math,34567:8.049014
student1827,20210,csam,2024,dbms;math,45678:8.420294;34567:8.255037
student1828,20609,csd,2022,ml;dbms;os,56789:8.702431;12345:6.333110
student1829,22676,csam,2021,ml,56789:7.921452;45678:6.267534;23456:8.099326
student1830,21663,csam,2021,ga,45678:8.866387
student1831,22059,ece,2024,math;oopd,56789:6.495085;34567:7.335010;12345:7.518673
student1832,22491,csai,2021,os,12345:9.695992;56789:5.741056;45678:6.302229
student1833,21567,csam,2021,ml,12345:9.286433
student1834,21118,csd,2024,oopd;math;ml,23456:6.752854;34567:7.322741
student1835,20338,ece,2021,math;ml,34567:6.933833;45678:6.109401
student1836,21130,csd,2020,oopd,56789:8.957688;23456:6.707228
student1837,21463,csd,2020,math;dbms;oopd,23456:8.820185
student1838,22974,csai,2022,ga;oopd;dbms,12345:6.412402
student1839,20803,csss,2020,ga,12345:7.080142;23456:7.524549
student1840,21040,csss,2021,ml;math,23456:5.986859;56789:6.296680
student1841,21739,csss,2024,math;ml;os,45678:6.553232
student1842,20971,cse,2022,oopd,23456:5.275471
student1843,21855,csd,2021,ml;ga,56789:5.506686;12345:7.579870;34567:9.156835
student1844,21085,cse,2020,ml,56789:6.647582
student1845,22941,csam,2024,ml;dbms;oopd,34567:9.346296;45678:7.255246;23456:9.930622
student1846,22547,csd,2020,oopd,45678:9.660906;12345:8.332018
student1847,20653,csai,2023,math;dbms;oopd,12345:6.666998;23456:6.396598
student1848,20368,ece,2023,ga;os,23456:6.245419;12345:6.825748;45678:6.811368
student1849,22178,csd,2020,os;math,56789:6.398639;12345:9.402747
student1850,22437,csam,2022,os,34567:6.131615
student1851,20033,ece,2022,dbms;os,12345:6.348020;34567:9.537544
student1852,21804,csai,2022,os,45678:7.198880;34567:5.525569;12345:6.148059
student1853,22289,csss,2020,ga;oopd,12345:9.434570
student1854,20537,csam,2024,dbms;ga,34567:8.111005;56789:5.477753
student1855,20667,ece,2022,math;ga;oopd,56789:5.253061
student1856,22237,csd,2022,dbms;os,45678:6.600722;56789:8.104755
student1857,22137,ece,2021,oopd;ga,12345:9.685971;56789:8.768579;23456:5.118164
student1858,20900,csss,2020,os,56789:5.818376;12345:6.079254
student1859,20743,csai,2022,dbms;ga;math,23456:9.510866
student1860,20539,cse,2023,os;ml;math,12345:8.038003
student1861,22157,cse,2023,oopd;math,23456:9.399852;12345:7.257700;45678:6.552614
student1862,21263,csam,2023,dbms,45678:7.015537;34567:9.699826
student1863,20194,csss,2024,ga,34567:9.273865;12345:9.485666;56789:5.866753
student1864,21174,csam,2021,ga,45678:9.226835;23456:6.714642
student1865,20260,csd,2023,dbms;oopd,12345:9.526175;45678:6.238954
student1866,20773,csam,2021,oopd;os,23456:7.374834
student1867,21673,ece,2023,os;ga,12345:9.208238;56789:8.539299
student1868,20612,csai,2024,oopd;os;ga,45678:8.102075;23456:7.901202
student1869,22590,csss,2021,ml;dbms;math,45678:8.576418
student1870,22830,ece,2022,os,45678:6.509487;34567:6.055422;23456:8.133958
